"id","shop_location","shop_name","lon","lat","product","sales_qty","sales_revenue"
155,"Thika","Everest enterprise makongeni",37.11396,-1.05793,"bobs",9055,1358250
156,"Mwiki","Kena enterprises",36.9309,-1.2368,"bobs",2267,340050
157,"Dandora Phase 4 & 5","Grahons Enterprise",36.913562,-1.241973,"bobs",1082,162300
158,"Dandora Phase 1","Kuku shop",36.89282,-1.255243,"bobs",8982,1347300
159,"Shauri Moyo","THE PLACE TO BE",36.847364,-1.28873,"bobs",2683,402450
160,"Kitengela","Bethel Shop",36.953545,-1.475323,"bobs",3670,550500
161,"Kayole","Carfex general store",36.910978,-1.287483,"bobs",3634,545100
162,"Kibera Ayany","Graceline adventures",36.777108,-1.311783,"bobs",4502,675300
163,"Imara Daima","Blessed cereals shop",36.890937,-1.326212,"bobs",2488,373200
164,"Mathare North","Junja traders",36.874215,-1.25082,"bobs",6350,952500
165,"Waithaka","Maxim Enterprises",36.728027,-1.279152,"bobs",5266,789900
166,"Eastleigh","Utukufu Butchery",36.850742,-1.282451,"bobs",50,7500
167,"Umoja 2 and 3","Edlink agencies",36.893516,-1.272407,"bobs",4905,735750
168,"Mwiki","Jirehmart",36.922333,-1.227206,"bobs",282,42300
169,"Umoja 2 and 3","GENESSIS ATM MILK",36.893471,-1.268624,"bobs",7152,1072800
170,"Gachie","Kings Gas",36.778441,-1.220172,"bobs",4560,684000
171,"Rongai","Nel shop",36.720999,-1.373498,"bobs",4809,721350
172,"Ruaraka/Baba Dogo","Oasis Minimart",36.885662,-1.24813,"bobs",9821,1473150
173,"Buruburu","EPIC ENERGY EFFICIENT TECHNOLOGIES LTD",36.881417,-1.287633,"bobs",2488,373200
174,"Kariobangi North","Karia Supermarket 6",36.884,-1.2632,"bobs",1342,201300
175,"Mathare slum","PAMOJA EXPRESS SUPERMARKET",36.86459,-1.25998,"bobs",218,32700
176,"Huruma","Irene Muthoni Njuguna shop",36.875125,-1.260785,"bobs",1874,281100
177,"Kahawa West","Elidah Supermarket",36.906147,-1.184312,"bobs",3214,482100
178,"Thika","Le Patron Thika",37.0789,-1.0384,"bobs",4231,634650
179,"Huruma","Milestone Technology Ltd",36.869873,-1.257232,"bobs",9898,1484700
180,"Kaloleni","SHASHE ENTERPRISES",36.858583,-1.296482,"bobs",397,59550
181,"Kikuyu","Boutique kikuyu",36.664455,-1.245543,"bobs",6911,1036650
182,"Kayole","Smart Gas Supply",36.914743,-1.280473,"bobs",7124,1068600
183,"Kawangware","Solomon's Shop",36.744355,-1.285308,"bobs",9857,1478550
184,"Huruma","GOD IS GOOD BUSINESS CENTER",36.87624,-1.25441,"bobs",6530,979500
185,"Eastleigh","Fixmatt Supermarket Pumwani California",36.847004,-1.282601,"bobs",3046,456900
186,"Kitengela","Mt kenya shop kitengela",36.956175,-1.472097,"bobs",9822,1473300
187,"Kasarani","El- Betel General Shop",36.909168,-1.219623,"bobs",3135,470250
188,"Buruburu","KAWASANG GAS RETAILER",36.8804,-1.2839,"bobs",5609,841350
189,"Mathare North","Dc Wines And Spirit",36.872799,-1.247656,"bobs",8671,1300650
190,"Mathare North","Genuine Gas",36.872687,-1.248028,"bobs",3204,480600
191,"Buruburu","Hillocks Shop Harambee",36.87502,-1.284686,"bobs",9666,1449900
192,"Nairobi West","Wild style shop",36.820275,-1.307627,"bobs",2626,393900
193,"Kiambu Township","Shegeh Distributors",36.840847,-1.17026,"bobs",71,10650
194,"Athi River","TWINE SHOP",36.979389,-1.448687,"bobs",6258,938700
195,"Juja","Kamaham Traders (Juja)",36.999372,-1.081783,"bobs",8170,1225500
196,"Embakasi (Fedha, Nyayo,Tasia)","Seven Up",36.895861,-1.307285,"bobs",4141,621150
197,"Riruta Satellite","Kizingo Cyber Satellite",36.735249,-1.292524,"bobs",8837,1325550
198,"Kibera","Human Needs Project (Kibera)",36.781443,-1.314061,"bobs",5869,880350
199,"Kitengela","Best home store",36.959295,-1.478168,"bobs",5307,796050
200,"Ruai","Safeway's Electronics",36.972566,-1.290314,"bobs",5740,861000
201,"Ruai","RSL supermarket",36.97236,-1.288129,"bobs",2457,368550
202,"Thika","Murime Enterprises",37.075002,-1.048719,"bobs",2746,411900
203,"Kiambiu","Kamax Enterprises",36.866121,-1.28104,"bobs",5071,760650
204,"Kawangware","Fraemy Supermarket",36.75179,-1.28085,"bobs",7275,1091250
205,"Huruma","Jose shop",36.872229,-1.257872,"bobs",3546,531900
206,"Nairobi West","Nairobi West gas",36.822751,-1.307331,"bobs",6153,922950
207,"Kibera","Ogare Success",36.777378,-1.313229,"bobs",8998,1349700
208,"Ngara","African General Store",36.829803,-1.278025,"bobs",6889,1033350
209,"Kayole","Afro lights electricals and hardware",36.911718,-1.276483,"bobs",6646,996900
210,"Langata","Mambo Jambo Mini Mart",36.779191,-1.323359,"bobs",5425,813750
211,"Ruai","Agape gas center",36.95885,-1.280463,"bobs",630,94500
212,"Ngando","Wambati Mini Market",36.744403,-1.302224,"bobs",237,35550
213,"Waithaka","Simran Investment",36.720762,-1.285075,"bobs",8237,1235550
214,"Kitengela","Gichuki electronics",36.959882,-1.474392,"bobs",6651,997650
215,"Kayole","Gas point patanisho",36.911415,-1.27352,"bobs",6125,918750
216,"Chokaa","Muhindi mweusi supermarket Chokaa",36.951565,-1.249931,"bobs",9193,1378950
217,"Thika","ANDAY GAS SUPPLIERS MALABA",37.075179,-1.092763,"bobs",3464,519600
218,"Thika","Duka la vyoo (kisii)",37.125338,-1.069117,"bobs",2276,341400
219,"Dandora Phase 4 & 5","Chwele Shop",36.91079,-1.243846,"bobs",7513,1126950
220,"Waithaka","Camnice Beauty Shop",36.726907,-1.294156,"bobs",82,12300
221,"Ruiru","King'swill Trading",36.929214,-1.152419,"bobs",4175,626250
222,"Ruiru","Naina investments",36.94588,-1.150871,"bobs",7579,1136850
223,"Shauri Moyo","Blessed General Shop (Shauri Moyo)",36.844063,-1.28968,"bobs",2104,315600
224,"Kangemi","Kristech enterprises",36.747577,-1.266293,"bobs",9440,1416000
225,"Kariobangi South","Eastlands Energy Center",36.887307,-1.26248,"bobs",5188,778200
226,"Limuru","Njogu's Shop",36.64238,-1.11119,"bobs",5206,780900
227,"Ruiru","Kagz shop",36.954188,-1.163578,"bobs",4257,638550
228,"Umoja Innercore and 1","General shop Umoja",36.896666,-1.284839,"bobs",8386,1257900
229,"Nairobi West","Mumias Gas",36.819121,-1.307093,"bobs",9518,1427700
230,"Kibera","Frida's shop",36.77282,-1.308015,"bobs",3899,584850
231,"Kayole","Meatland Butchery",36.908503,-1.279651,"bobs",5631,844650
232,"Ruaka/Denderu","Nandis fashions",36.755853,-1.174637,"bobs",5675,851250
233,"Kayole","Denzel Communications",36.916437,-1.266498,"bobs",3959,593850
234,"Kariokor","Mukurwei-ini general shop",36.833656,-1.279981,"bobs",6014,902100
235,"Thika","Ree Supermarket",37.095347,-1.072549,"bobs",1221,183150
236,"Donholm","The morgans",36.905613,-1.287104,"bobs",9533,1429950
237,"Huruma","GLAMOROUS SHOP",36.873723,-1.256937,"bobs",1809,271350
238,"Ngong","Leyfin's crunchy cafe",36.6602,-1.3496,"bobs",6201,930150
239,"Dandora Phase 4 & 5","Glory Agency",36.901553,-1.249758,"bobs",6713,1006950
240,"Pipeline","General citizen mini market",36.894464,-1.319343,"bobs",6507,976050
241,"Jerusalem Jericho","Mercyjoh Shop",36.867088,-1.285917,"bobs",3880,582000
242,"Dagoretti Corner","Four Mart Supermarket",36.757908,-1.298984,"bobs",9569,1435350
243,"Imara Daima","Wamwea Enterprises",36.885564,-1.323086,"bobs",8907,1336050
244,"Uthiru","Genesis Gas Supplies (Uthiru)",36.718094,-1.262259,"bobs",9137,1370550
245,"Pangani","Maskumatt Supermarket",36.839404,-1.267684,"bobs",3822,573300
246,"Ruai","CEREALS & GENERAL SHOP",36.959689,-1.279939,"bobs",3737,560550
247,"Dandora Phase 4 & 5","Mecks Designers",36.905082,-1.242432,"bobs",4008,601200
248,"Obama","Soko Huru saika",36.9155,-1.2532,"bobs",7600,1140000
249,"Githurai 45","Samtime Enterprise",36.916947,-1.208568,"bobs",4762,714300
250,"Kibera","Beauty cosmetic katwekera shop",36.783021,-1.314512,"bobs",9603,1440450
251,"Roysambu/Mirema","Mirema Mini Mart",36.88759,-1.21124,"bobs",4680,702000
252,"Kiambu Township","Kamukunji ndogo ndumberi",36.80509,-1.152071,"bobs",828,124200
253,"Kiambu Township","G-unit super store",36.841618,-1.172933,"bobs",9885,1482750
254,"Waithaka","Shawnlink Enterprises",36.723937,-1.282357,"bobs",7966,1194900
255,"Pipeline","Mutifudz Grain Limited (Pipeline)",36.89484,-1.32215,"bobs",2316,347400
256,"Dandora Phase 4 & 5","Tragbo agencies mowlem",36.907156,-1.257765,"bobs",6147,922050
257,"Mathare North","Chamka enterprise",36.870745,-1.253079,"bobs",7710,1156500
258,"Kayole","Safe Energy",36.918653,-1.274675,"bobs",5467,820050
259,"Dandora Phase 4 & 5","Jummos shop",36.909601,-1.244575,"bobs",3290,493500
260,"Ruai","Jossy Mini Matt",36.987655,-1.284383,"bobs",6422,963300
261,"Mwiki","Wamsoo shop",36.92111,-1.23714,"bobs",9842,1476300
262,"Githurai 44","Precicot Limited",36.90318,-1.202168,"bobs",7417,1112550
263,"Kibera","New kibstan w/salers",36.785435,-1.308553,"bobs",4386,657900
264,"Athi River","Blessed Gas Centre (Athi River)",36.97751,-1.445829,"bobs",3226,483900
265,"Eastleigh","Shell Bidii-EA",36.848602,-1.279231,"bobs",9332,1399800
266,"Kayole","Kayole Super Duka",36.915335,-1.27713,"bobs",2064,309600
267,"Thika","LEVAPTRUZY HARDWARE",37.0584,-1.0417,"bobs",8034,1205100
268,"Kayole","Fastnet cyber",36.910146,-1.275927,"bobs",3214,482100
269,"Dandora Phase 1","Rehoboth Shop",36.894304,-1.260006,"bobs",7951,1192650
270,"Ruiru","Members shop",36.964638,-1.127753,"bobs",2823,423450
271,"Gatina","Fair price cereals (gatina)",36.758817,-1.274562,"bobs",8773,1315950
272,"Dandora Phase 4 & 5","Neema Cereals and Shop",36.907641,-1.242938,"bobs",5206,780900
273,"Pangani","Dimension investment",36.838569,-1.267324,"bobs",4530,679500
274,"Roysambu/Mirema","Six Point One Mart",36.887691,-1.216092,"bobs",6448,967200
275,"Pangani","Fresh juices and vegetables store(pangani)",36.839609,-1.270314,"bobs",8259,1238850
276,"Dandora Phase 4 & 5","Novitech Shop",36.9031,-1.2457,"bobs",1436,215400
277,"Eastleigh","Blessed Emelda Enterprises",36.851824,-1.267326,"bobs",3769,565350
278,"Mlolongo","MG GAS AND ELECTRONICS",36.942436,-1.391338,"bobs",1322,198300
279,"Umoja Innercore and 1","Annma Cyber",36.88637,-1.292697,"bobs",6377,956550
280,"Ruaka/Denderu","Shosh general shop",36.760623,-1.178505,"bobs",7041,1056150
281,"Mwiki","Jadmas home decor",36.919232,-1.235815,"bobs",4493,673950
282,"Imara Daima","Angaza Energy",36.885395,-1.323494,"bobs",3575,536250
283,"Waithaka","Sauti fresh(Riruta)",36.727135,-1.283665,"bobs",1765,264750
284,"Kariobangi North","Silvapack investment",36.881449,-1.25822,"bobs",9774,1466100
285,"Ruiru","Maina Gas",36.945948,-1.154285,"bobs",9964,1494600
286,"Eastleigh Section 3","Bancy general supplies",36.852554,-1.287239,"bobs",100,15000
287,"Juja","Truthtech Kinyozi",37.021877,-1.090692,"bobs",6450,967500
288,"Ruaraka/Baba Dogo","Mikey Shop",36.883533,-1.247185,"bobs",6650,997500
289,"Mathare North","Joy Gas (Mathare North)",36.863132,-1.25431,"bobs",8742,1311300
290,"Ruai","Tripple J",36.99735,-1.270865,"bobs",1429,214350
291,"Githurai 44","A.K Gas Dealers",36.913498,-1.202133,"bobs",3219,482850
292,"Juja","Stemuck Enterprises",37.01159,-1.121403,"bobs",3029,454350
293,"Kibera","Kakije Posho Mill",36.7815,-1.3088,"bobs",8665,1299750
294,"Dandora Phase 1","Innocent Shop",36.891345,-1.256646,"bobs",2639,395850
295,"Embakasi (Fedha, Nyayo,Tasia)","Bahamas (B) Electronics",36.90016,-1.319926,"bobs",3225,483750
296,"Huruma","Jennifer shop",36.87801,-1.261433,"bobs",3057,458550
297,"Dandora Phase 1","Gateway Cereals Shop",36.889931,-1.258599,"bobs",2010,301500
298,"Thika","Landmark Kinyozi",37.092036,-1.073217,"bobs",7646,1146900
299,"Gachie","Vision Gas",36.767117,-1.219856,"bobs",7132,1069800
300,"Dandora Phase 1","Rescue Butchery",36.886841,-1.260556,"bobs",4205,630750
301,"Kiserian","Corner Duka Kiserian",36.682962,-1.426364,"bobs",4116,617400
302,"Kayole","Watailor classic collection",36.908417,-1.27944,"bobs",6015,902250
303,"Ruaraka/Baba Dogo","Emmysam store",36.883077,-1.24916,"bobs",491,73650
304,"Kariobangi North","Kariobangi Memory Enterprise",36.88065,-1.255859,"bobs",4750,712500
305,"Rongai","Bethsaida cereals and shop",36.749353,-1.394476,"bobs",2382,357300
306,"Mwiki","Jasco Matt",36.920013,-1.224633,"bobs",6293,943950
307,"Thika","Edymac electricals Nyacaba",37.055557,-1.098287,"bobs",871,130650
308,"Dagoretti Corner","EMCO Petrol Station",36.757211,-1.298115,"bobs",6118,917700
309,"Embakasi (Fedha, Nyayo,Tasia)","Alevic Chemist",36.88977,-1.30808,"bobs",2591,388650
310,"Kayole","Sharks Agencies",36.916525,-1.272425,"bobs",952,142800
311,"Thika","Sabina Muthoni Shop Kibuto",37.053878,-1.073215,"bobs",9333,1399950
312,"Embakasi (Fedha, Nyayo,Tasia)","Smart shop - Tassia",36.8925,-1.3107,"bobs",1359,203850
313,"Syokimau","Rolcham Enterprises",36.925971,-1.366397,"bobs",2778,416700
314,"Kasarani","Zam Chicks Outlet",36.871965,-1.230733,"bobs",2732,409800
315,"Ngara","Dan General Shop",36.833756,-1.272609,"bobs",1227,184050
316,"Kangemi","Teddy Care Chemist",36.750299,-1.267101,"bobs",7893,1183950
317,"Riruta Satellite","Hermes Dairy",36.738045,-1.29317,"bobs",4956,743400
318,"Roysambu/Mirema","Mash gas point",36.893081,-1.206058,"bobs",6332,949800
319,"Pangani","Hatron Elect (Pangani)",36.837856,-1.26687,"bobs",3053,457950
320,"Dandora Phase 1","Wekonze Enterprise",36.901425,-1.265704,"bobs",3460,519000
321,"Kariobangi North","Digital Gas",36.883447,-1.255115,"bobs",5559,833850
322,"Ruiru","Safi sacco",36.933376,-1.151615,"bobs",5949,892350
323,"Kawangware","Amazing Grace",36.75293,-1.283498,"bobs",7532,1129800
324,"Pipeline","Eddysam mini Selection",36.887867,-1.31018,"bobs",2536,380400
325,"Thika","Abrazack Enterprises",37.105692,-1.060787,"bobs",7630,1144500
326,"Obama","Geoka Traders Cooking Gas",36.9229,-1.257599,"bobs",2772,415800
327,"Obama","Chany's Butchery-EA",36.919028,-1.25789,"bobs",8659,1298850
328,"Kikuyu","Mama Tony Shop,Kikuyu",36.674548,-1.211302,"bobs",971,145650
329,"Bahati","Creammart Holdings Limited",36.85509,-1.29175,"bobs",2819,422850
330,"Zimmerman","Bethel Mini Mart (Zimmerman)",36.89597,-1.2142,"bobs",2821,423150
331,"Obama","Globelight Electricals",36.923173,-1.255101,"bobs",8945,1341750
332,"Obama","Macbest Supermarket",36.9289,-1.25488,"bobs",2659,398850
333,"Dandora Phase 4 & 5","Arizona shop Dandora",36.913433,-1.242042,"bobs",5117,767550
334,"Juja","The Rock Butchery",37.020464,-1.092215,"bobs",6126,918900
335,"Ruaka/Denderu","Reliance kerosene and Gas suppliers",36.755591,-1.177777,"bobs",5043,756450
336,"Umoja 2 and 3","Nasra studio",36.899233,-1.276346,"bobs",5255,788250
337,"Kitengela","Wellspring Home Supplies",36.955218,-1.481081,"bobs",1884,282600
338,"Huruma","DIGITAL FLAMES SUPERMARKET",36.86579,-1.2606,"bobs",8058,1208700
339,"Eastleigh","Umiema Small Supermarket",36.849037,-1.28111,"bobs",403,60450
340,"Limuru","Greenland Wholesalers & Distributors Limited",36.64293,-1.110504,"bobs",4770,715500
341,"Kitengela","MEAT MASTERS BUTCHERY",36.965362,-1.496945,"bobs",4602,690300
342,"Juja","Beza",37.015117,-1.100796,"bobs",7479,1121850
343,"Kawangware","Wavickky shop kawangware",36.74511,-1.287553,"bobs",4568,685200
344,"Obama","Edmac investment saika",36.916168,-1.256806,"bobs",2428,364200
345,"Ruaka/Denderu","Spintec Cyber",36.778114,-1.193487,"bobs",9723,1458450
346,"Athi River","ULTASUBLIME CONCEPTS",36.980813,-1.428096,"bobs",2674,401100
347,"Mlolongo","Mg Shop 2",36.94151,-1.390622,"bobs",5406,810900
348,"Thika","Masters Seeds Shop",37.125805,-1.065673,"bobs",9056,1358400
349,"Kiambu Township","Shianne Cereals",36.839205,-1.202292,"bobs",8246,1236900
350,"Kibera","Faraji gas supplies",36.775046,-1.312088,"bobs",6723,1008450
351,"Kawangware","Maisha Hardware (Kawangware)",36.75185,-1.288882,"bobs",3043,456450
352,"Kayole","Trinity shop",36.922629,-1.256691,"bobs",6195,929250
353,"Kiambiu","Oryx Shop Kiambiu",36.866184,-1.281909,"bobs",547,82050
354,"Huruma","MERCY HURUMA GAS POINT",36.875327,-1.257804,"bobs",9499,1424850
355,"Kahawa","Metromart Limited",36.931943,-1.191283,"bobs",2259,338850
356,"Kayole","Kenmar shoes and textiles",36.9253,-1.2623,"bobs",8006,1200900
357,"Waithaka","Wakanyire supermarket",36.722922,-1.281996,"bobs",9198,1379700
358,"Mlango Kubwa","Options Investments",36.844119,-1.265183,"bobs",2241,336150
359,"Kiambu Township","Zamursky wa Eddy's shop",36.829202,-1.168662,"bobs",4531,679650
360,"Rongai","Terrazzo Palace",36.744416,-1.396432,"bobs",5700,855000
361,"Ruaraka/Baba Dogo","Wall Solution Energy Agency",36.880218,-1.241189,"bobs",9242,1386300
362,"Githurai 44","Kamukunji Traders",36.900351,-1.200825,"bobs",828,124200
363,"Kasarani","KEJACK SHOP- Maternity",36.912959,-1.221507,"bobs",5410,811500
364,"Dandora Phase 1","Karia Supermarket 2",36.8895,-1.2594,"bobs",2251,337650
365,"Kiambiu","Rollon Enterprises Kiambiu",36.864531,-1.28202,"bobs",8887,1333050
366,"Eastleigh","Altruism Company Limited",36.843889,-1.268091,"bobs",6046,906900
367,"Mlolongo","Mwagesicho shop",36.942436,-1.391338,"bobs",1961,294150
368,"Kayole","Leshcomm Enterprises",36.923375,-1.26496,"bobs",8055,1208250
369,"Kayole","Sauti B Shop",36.920748,-1.269707,"bobs",3192,478800
370,"Kahawa West","Wamac Collection",36.904179,-1.184481,"bobs",5701,855150
371,"Thika","Kei kei Celkom shop",37.081275,-1.038262,"bobs",9873,1480950
372,"Huruma","Joyraw transaction services",36.874355,-1.260508,"bobs",475,71250
373,"Ruaka/Denderu","Faulu Kerosene pump",36.823723,-1.215482,"bobs",1776,266400
374,"Dagoretti Corner","Fix-IT Electrical and Hardware",36.756393,-1.299423,"bobs",514,77100
375,"Mathare slum","Awendo Traders",36.858955,-1.261157,"bobs",6877,1031550
376,"Gachie","Jewel Hardware",36.7558,-1.2146,"bobs",8489,1273350
377,"Gachie","Rwinu ventures",36.77777,-1.22072,"bobs",8461,1269150
378,"Kibera","Double M Enterprises mashimoni",36.795717,-1.314105,"bobs",9914,1487100
379,"Kariobangi South","Smiles Empire",36.885911,-1.263627,"bobs",8224,1233600
380,"Githurai 44","Waimani Gas Shop",36.905198,-1.200107,"bobs",1547,232050
381,"Ruaka/Denderu","Wote Supermarket",36.746869,-1.193242,"bobs",7649,1147350
382,"Juja","Chamghe Wandu Butchery",37.027418,-1.151306,"bobs",992,148800
383,"Embakasi (Fedha, Nyayo,Tasia)","Jambo Enterprises",36.901144,-1.301437,"bobs",42,6300
384,"Kayole","Top spring medical centre",36.91273,-1.275007,"bobs",8265,1239750
385,"Kawangware","Cyber world tech",36.747398,-1.286969,"bobs",6945,1041750
386,"Umoja Innercore and 1","Githimu Phamaceuticals",36.891411,-1.277994,"bobs",1983,297450
387,"Kitengela","Elohim enterprise",36.955082,-1.481753,"bobs",6747,1012050
388,"Shauri Moyo","Messoh Enterprises",36.848305,-1.292052,"bobs",6953,1042950
389,"Zimmerman","Mom's choice self selection",36.895717,-1.210458,"bobs",6656,998400
390,"Imara Daima","Unique Mini Selection",36.886509,-1.321249,"bobs",2653,397950
391,"Mathare North","Donisha Cereals",36.874355,-1.25138,"bobs",6158,923700
392,"Ruaka/Denderu","Stewa Shop",36.804493,-1.15215,"bobs",3459,518850
393,"Kitengela","Dm cooking gas",36.963995,-1.480226,"bobs",3338,500700
394,"Zimmerman","Jachin Hardware & Electronics",36.89515,-1.21537,"bobs",2590,388500
395,"Imara Daima","Blue Flame Gas",36.885113,-1.324048,"bobs",1623,243450
396,"Kitengela","Carol shop(Yukos)",36.952736,-1.50703,"bobs",8413,1261950
397,"Uthiru","Genesis Gas Supplies (Uthiru)-3",36.715435,-1.261459,"bobs",9580,1437000
398,"Kitengela","Sterling Entertainment (Kitengela)",36.95819,-1.474523,"bobs",3915,587250
399,"Eastleigh Section 3","Jinsia General Shop",36.853863,-1.28494,"bobs",4209,631350
400,"Kiambu Township","Milimani Gas And Kerosine Pump",36.751743,-1.147362,"bobs",4417,662550
401,"Mlolongo","ELITE MERCHANTS",36.9476,-1.3999,"bobs",9931,1489650
402,"Eastleigh","Emmanuel store",36.850013,-1.271958,"bobs",6610,991500
403,"Dandora Phase 2","Liomart",36.9018,-1.252993,"bobs",7860,1179000
404,"Kasarani","By Faith General Shop",36.907242,-1.212493,"bobs",1660,249000
405,"Kahawa West","Kamae supermarket (kamae road Kahawa west)",36.910097,-1.17555,"bobs",4055,608250
406,"Zimmerman","K1 Gas",36.894347,-1.213012,"bobs",2528,379200
407,"Eastleigh Section 3","Annointed Shop Kiambiu",36.86159,-1.283588,"bobs",1838,275700
408,"Mathare North","Inforsoft technology",36.874023,-1.250552,"bobs",1932,289800
409,"Kibera","Luzon (Kibera)",36.788573,-1.312145,"bobs",8082,1212300
410,"Kawangware","Eunika Supermarket-EA",36.744849,-1.285543,"bobs",3284,492600
411,"Rongai","Loliondo mini supermarket( Gataka)",36.720302,-1.372516,"bobs",4570,685500
412,"Eastleigh Section 3","Essy Gas Distributors",36.853108,-1.285448,"bobs",9185,1377750
413,"Imara Daima","Moraa General Shop",36.885441,-1.322034,"bobs",1607,241050
414,"Dandora Phase 3","Lobentech comps",36.902628,-1.24858,"bobs",1297,194550
415,"Rongai","Andimi general stores",36.748321,-1.39678,"bobs",7989,1198350
416,"Huruma","Geopharm",36.866928,-1.258972,"bobs",5326,798900
417,"Mowlem-Dandora","Githogoris Shop",36.900352,-1.26276,"bobs",928,139200
418,"Kibera Ayany","Anti-Hill Medical Clinic and Chemist -Kibera Ayany",36.774972,-1.310963,"bobs",9916,1487400
419,"Embakasi (Fedha, Nyayo,Tasia)","Dilmart Stores",36.90222,-1.30498,"bobs",8678,1301700
420,"Ruiru","Sasuna gas depot",36.937287,-1.157944,"bobs",8025,1203750
421,"Gatina","Trinity",36.750611,-1.278468,"bobs",3045,456750
422,"Kikuyu","Mimos general shop",36.67796,-1.269697,"bobs",2810,421500
423,"Kiserian","Elison Dairy shop",36.690545,-1.432854,"bobs",6134,920100
424,"Huruma","MNetworks Communication",36.871916,-1.256947,"bobs",4873,730950
425,"Kibera","Tumaini general shop(Darajani)",36.7892,-1.311,"bobs",9375,1406250
426,"Kangemi","Frawaki Supermarket",36.760515,-1.269133,"bobs",6132,919800
427,"Pipeline","Muhindi Mweusi supermarket Pipeline",36.890395,-1.315282,"bobs",3524,528600
428,"Ruiru","Blessed Mini Mart (Kihunguro)",36.95731,-1.159401,"bobs",1217,182550
429,"Kasarani","Wizzy Mini Matt",36.9017,-1.2181,"bobs",344,51600
430,"Zimmerman","Diana Gas",36.894248,-1.212191,"bobs",8538,1280700
431,"Githurai 44","STEPA SUPERMARKET",36.90205,-1.198692,"bobs",3296,494400
432,"Donholm","KASA GAS SUPPLY DONHOLM",36.890971,-1.29901,"bobs",8142,1221300
433,"Mwiki","Mugumo Chemist",36.922624,-1.2253,"bobs",1233,184950
434,"Thika","Jobil electronics kiganjo",37.099271,-1.074662,"bobs",9857,1478550
435,"Thika","EJUDE ENTERPRISES",37.12574,-1.06645,"bobs",3316,497400
436,"Loresho/Kyuna","Raspberry",36.7483,-1.2354,"bobs",3789,568350
437,"Limuru","Pawa Enterprises",36.627683,-1.109471,"bobs",2756,413400
438,"Kahawa West","Kanorero Gas supplier",36.902123,-1.183622,"bobs",1479,221850
439,"Pipeline","Vinny shop",36.896775,-1.321807,"bobs",6215,932250
440,"Eastleigh Section 3","A. Salam Gas Suppliers",36.852615,-1.28636,"bobs",5724,858600
441,"Dandora Phase 4 & 5","Revival Shop",36.905012,-1.244254,"bobs",9944,1491600
442,"South C","Aymat bandari",36.8211,-1.3255,"bobs",4085,612750
443,"Kahawa West","NAKI GENERAL SUPPLIERS LTD",36.905127,-1.181835,"bobs",7266,1089900
444,"Langata","Violet shop",36.776824,-1.316615,"bobs",774,116100
445,"Kibera Ayany","Olympics Stage Shop",36.777616,-1.312822,"bobs",7667,1150050
446,"Mathare North","Margaret Shop",36.871407,-1.252993,"bobs",7529,1129350
447,"Kayole","SK Mayai",36.919756,-1.262051,"bobs",930,139500
448,"Huruma","Petson 3c Hub",36.873,-1.25638,"bobs",9907,1486050
449,"Kariobangi North","Karia Supermarket 5",36.8858,-1.2615,"bobs",319,47850
450,"Kiserian","Clean Cut",36.688047,-1.43027,"bobs",3062,459300
451,"Riruta Satellite","Wagache Equity Agent",36.727773,-1.290528,"bobs",6740,1011000
452,"Thika","Mama wangari general shop",37.106128,-1.060829,"bobs",9357,1403550
453,"Pipeline","Naichu enterprises- pipeline",36.893233,-1.320262,"bobs",8327,1249050
454,"Ruai","Mashtech bypass",36.98204,-1.263664,"bobs",6948,1042200
455,"Mlolongo","Jikaze Investments (Mlolongo)",36.943976,-1.394665,"bobs",6919,1037850
456,"Eastleigh","Kefoma",36.84888,-1.266978,"bobs",3212,481800
457,"Ruiru","Ken Gas Depot",36.936182,-1.155807,"bobs",6069,910350
458,"Ngong","Ngong Heights Supermarket",36.656572,-1.356572,"bobs",7317,1097550
459,"Githurai 45","Upright ventures",36.938051,-1.2135,"bobs",8189,1228350
460,"Thika","Homeway supermarket (Weitethie)",37.053228,-1.067511,"bobs",2323,348450
461,"Pipeline","Hebamalijee Glassmart Hardware And Paints",36.897274,-1.320337,"bobs",9578,1436700
462,"Limuru","Nyambari Evergreen Agencies",36.631897,-1.053907,"bobs",5121,768150
463,"South B","Crocodiles place",36.848497,-1.315591,"bobs",9593,1438950
464,"Kibera","Kongowea Shop",36.792364,-1.314954,"bobs",7913,1186950
465,"Jerusalem Jericho","Jericho Cereals Shop",36.870206,-1.292152,"bobs",3599,539850
466,"Thika","Jobil electronics",37.100464,-1.075016,"bobs",7779,1166850
467,"Kangemi","Yobra Electronics",36.74525,-1.26657,"bobs",4224,633600
468,"Githurai 45","Wamaina General Shop",36.918631,-1.207918,"bobs",6095,914250
469,"Ruiru","Maina gas suppliers",36.941816,-1.155478,"bobs",7164,1074600
470,"Githurai 45","Loyal Gas",36.970111,-1.215266,"bobs",6360,954000
471,"Syokimau","Shanton Saloon",36.934964,-1.371199,"bobs",8450,1267500
472,"Kibera","Makaa shop",36.797602,-1.314428,"bobs",2401,360150
473,"Githurai 45","Nichi Powell's Enterprise",36.932332,-1.211105,"bobs",5940,891000
474,"Rongai","Economy Traders & Gas Depot",36.746412,-1.39178,"bobs",7197,1079550
475,"Thika","Wa Brian gen supplies",37.11952,-1.06094,"bobs",9452,1417800
476,"Kangemi","Mountain Supermarket",36.7386,-1.27385,"bobs",4587,688050
